Id	Text	Label
sme_500	boring match...))))) ba-bye, cya !! #indvsuae	hate
sme_501	@theclumsy_doc chk kr mast hai ! #indvsuae ka aaya hai	noHate
sme_502	world cup arrives and interestingly indian cricket team performance comes back !!!! strange 😉 #indvsuae #cwc15	noHate
sme_504	chandu532: rt drjwalag: congratulations &amp; celebrations #teamindia ! #indvspak #indwins #jaihind #cwc15 narendramo… http://t.co/plawukjbck	noHate
sme_505	uae toh day dreaming peh he.#indvsuae	hate
sme_507	سبحان الله وبحمدة .. سبحان الله العظيم ya allah gab say madad farma #pakvsind #indvspak	noHate
sme_513	what a ball #shami #indvspak jeetega bhai jeetega, india hi jeetega! (:	noHate
sme_514	diz match az uzelezz as gonju dhewenz shemp00 #indvsuae	hate
sme_516	ee match ki twitter commentary bokka. #indvsuae	hate
sme_517	bhuvi strikes back! way to go lad 😘 #indvsuae	noHate
sme_518	if ind vs pak &amp; ind vs saf matches were bhel-puri and paani-puri then #indvsuae match is sukha-puri - gupta paanipuriwala theorem #cwc15	hate
sme_520	#indvspak har gaye na hum ,,,yh sab @impkstani tumhari wja sy howa ha !	noHate
sme_521	indiaaaaaaa indiaaaaaaaa! &lt;clap.clap.clap&gt; #indvspak	noHate
sme_522	petrol price hiked in #india by 3 rupees... sala #uae ko 9 wickets se harani ki kya jarurat thi!!! #indvsuae @tushar_na	hate
sme_524	@mumbai_chokari do ✌ delhi walo ko 😎 out krne me inke loudey lag gaye 😝 or madarchodo 😴 ko kashmir chahiye 😂 #pakistan #india #indvspak	hate
sme_526	bwahahaha!!! #worldvsindia bring it on!!! #wewontgiveitback https://t.co/z9j5g39hqy #maukamauka #indvssa #indvspak #bleedblue #worldcup2015	noHate
sme_527	revenge #maukamauka | india #cwc2015 | #wontgiveitback | social message ad https://t.co/iroh2dw4rz #indvsuae	noHate
sme_528	#captains who won #indvspak wc clash: 1992: azharudin 1996: azharudin 1999: azharudin 2003: gnguly 2011: dhoni 2015: dhoni #wc15	noHate
sme_529	in all 6 matches of wc, pak nvr made team india all-out! india made pak all-out 4 tyms in wc(1992,99,2011 &amp; 15)..! #indvspak #cantbeatindia	noHate
sme_532	pakistan fan again disappointed. mauka mauka #indvsuae	hate
sme_533	sixth down.. some sheikh from uae might buy perth now to stop the game #indvsuae	hate
sme_534	#indvspak dhawan and kohi hit fifties to consolidate india.	noHate
sme_536	shoib akhtar just got roasted by kapil dev and sanjay majrekar in commentary box #indvspak	noHate
sme_537	- #sport_news; wicket! rg sharma (15) is out, c misbah-ul-haq b sohail khan, 34/1 #indvspak shafqat khan	noHate
sme_538	me too"@brokencricket: i am eagerly waiting for star sports's next advertisement #indvsuae"	noHate
sme_539	ekk aur.... yayyyyyy kat lo bhencho #indvspak	noHate
sme_540	superrrrrr six by dhawan avan ini bouncer ball podavae kudadhu #indvspak #indwins	noHate
sme_541	@obimobiles answers of q1) since 1890 q2) 107 runs q3) swapnil patil #theobihattrick #contest #indvsuae http://t.co/solqeoriwa	noHate
sme_542	keeping in view #petrolpricehike @msdhoni decided to lose all matches against uae in future. #indvsuae	hate
sme_543	misbah is middling it well aam. inime nee vayasuku vandha ena varlina ena. 😂 #indvspak #wontgiveitback #cwc15	noHate
sme_546	aaj to jeetna hi tha... indiaaaaaa... indiaa #indvsuae	noHate
sme_547	india bowling first, and bhuvi in for shami. #indvsuae go india	noHate
sme_555	yo yo pakistan bye bye see you again in 2019 #जयहिन्द #indvspak http://t.co/lxmogdmb1v	noHate
sme_556	@sirjadeja aapde be to #indvspak मैच joisu ne..	noHate
sme_557	as soon as sanjay manjrekar comes i press mute 😁 #indvsuae	hate
sme_560	proud of aap mla, auth in sanskrit. http://t.co/lwrikuavmf @aamaadmiparty #themodibudget #cwc15 #indvsuae	noHate
sme_563	amitabh bachchan @srbachchan ki commentary kis channel pe aari h #indvspak	noHate
sme_564	meanwhile, alia bhatt called salman khan nd said, "yeh sohail khan pakistan se kyu khela ?.." 😜😂 #indvspak	noHate
sme_569	rt @imvkuhli: peelal r so joblezz dey r wotching #indvsuae lulz plzz	hate
sme_571	welcome to #adelaideoval south australia! वेलकम भारत استقبال پاکستان #indvspak #cwc15 http://t.co/lmscw3r7sd	noHate
sme_572	if india bat first semaya enjoy pani irukalam #indvsuae #cwc15	noHate
sme_573	#indvspak #cwc15 come on india roklo #pakistan ko or apni lead ko 6-0 banado #india come on india, india.... india.... india...	noHate
sme_575	@hdfclife #indvspak is it out???? :d indiaaahhhhh indiaaahhhhh indiaaahhhhh #myteammypride	noHate
sme_577	hamari school team kam se kam 90 run banati hi thi. ;) #indvsuae	hate
sme_579	considering that the last mallu in the indian cricket team was abey kuruvilla, are we tuning into kerala vs rest of india ;). #indvsuae	hate
sme_580	boring match india ki batting chahiye thi.. #indvsuae	hate
sme_581	@tweepshikha: shahid afridi is the rekha of pakistan. not aging a bit #cwc15 #indvspakhahaha!	noHate
sme_583	@imro45 looks sleep deprived. too much of partying? 😜 #india #indvsuae #cwc15 #rohithsharma	noHate
sme_584	#win lowest score by any team against india in a world cup!!! #indvsuae	hate
sme_585	@policybazaar_in kapil dev made us proud #comparekar #indvspak	noHate
sme_586	@compareraja wow i won with india... india india india india #cricketcompare #indvspak	noHate
sme_587	yo cheer up "kyonki pakistan kabhi india tha!" #indvspak #cwc15 #bleedblue #bleedgreen	noHate
sme_588	msd-the legend '' @dhoni_fangirl captain interacts with media after winning #indvsuae í ½í¸âí ½í¸ http://t.co/og9orzrgzz''	noHate
sme_589	rt ndtv "shribhivaskar match 21. #indvsuae, ind 5/0 (1.5), r sharma 4(7) s dhawan 1(4) uae 102/10 (31.3) http://t.co/8xbtpbmnqr"	noHate
sme_592	next match #indvsuae. dreading the mauka ad which will taunt us about never being able to touch dawood in dubai or sharjah. #indvssa #cwc15	hate
sme_593	rt @indy12if: hello hi bye bye uae #indvsuae 😂😂😂😂 http://t.co/skcbunnlqk	hate
sme_599	*arving kejrival live commentating from ramlila maidan, delhi* 5 wickets le liye hai ji bharat ne.#indvspak http://t.co/wacnyekloy	noHate
sme_600	most amazing sunset with beauty of nature 2015 new...... https://t.co/xnn2mrkfny #indvsuae لون الفستان #ddftennis #thedress غير السعادة	noHate
sme_602	@rukmini_shrini: dhoni is a freaking ninja. twss s = sakshi #indvspak	noHate
sme_603	#indvsuae will last shorter than #badlapur movie, but surely is more interesting	hate
sme_605	#cwc15: wicket for pakistan! sohail khan removes virat kohli for 107. india 273/3 in 45.2 overs. live: #indvspak	noHate
sme_606	rt @nomadic_soul_: 4 wickets gone already???? khikhikhikhi #indvsuae	hate
sme_607	by d time i started to watch #match its all over #cwc2015 #indvsuae	hate
sme_608	mixup misfield and a single! :d #indvsuae	noHate
sme_609	@ultratechcement #issgamekijaan #indvsuae its gonna be kohli again :)	noHate
sme_610	rt @garudrr: really missing something sehwag on days like today!! would be over in 8-10 overs like what mccullum!! #indvsuae #cwc15	noHate
sme_611	rt @drupad_t: #cwc15 #bleedblue #wontgiveitback #teamindia #indvsuae #ipl surely has elevated odi excitements.	noHate
sme_612	team india temper shown to pakistan dandayatra 😊😀😁☺ 1992,1996,1999,2003,2007,2011,2015 #indvspak #cwc2015 http://t.co/eky8paccd5	noHate
sme_618	kal to india ka practice match hai.. #indvsuae #iccworldcup2015 let see kal kon kon century marega..!! 😂😂😜😉😁😀😀	hate
sme_619	4 hrs remain to #indvspak esss bar phorenga kyaaaaa...... #patakhy	noHate
sme_620	now pakis supporting uae yeh log nahi sudhrenge -_- #indvsuae #cwc15	hate
sme_621	fifty shades of sir ravindra jadeja. #indvsuae	noHate
sme_622	apny ghr ma to sb shair hoty hn india ki trhn.australia k against in ki bkri beth gai r afghanistan k against 350+ hahaha #fuck.#indvspak	noHate
sme_625	kohli termed as :"barack" kohli from pak team :) #indvspak	noHate
sme_626	rt @contestoday: india vs uae has began.. rt if u are supporting india!! india...india.. #indvsuae	noHate
sme_629	when you're up at 3 in the morning to watch india play cricket #indvsuae	noHate
sme_631	keep calm and believe #kohli ! ! inneram payan veri yethittu iruppan! ! #indvspak	noHate
sme_632	umya is besht..best is umya!!! he he :d #umeshyadav #indvspak 2 wickets yayaya	noHate
sme_634	are wah....rohan ne review kiya.... #indvsuae	noHate
sme_636	just seen on tv pakistani hulk(a-phulka) #indvspak	noHate
sme_637	#indvspak #cwc15 cuts short's adadam lo #raina ki #raina ay poti 👌	noHate
sme_639	kejriwal declares holiday as both delhi batsmen score fifties #indvspak	noHate
sme_640	virat kohli breaks sachin tendulkar's record vs pakistan in world cups#cwc15 #cricket #bleedblue #indvspak : http://t.co/b12exrshzw via	noHate
sme_641	rt @newsmobileindia: #indvsuae: uae win the toss and elect to bat. #jeetegaindia #cricwc2015	noHate
sme_643	chalo lets see aapna vasai boy "swapnil patil" for uae #indvsuae #cwc15	noHate
sme_645	bhuviiiiii in :d yayyyyyyyyyyyyyyyyy :d #indvsuae #cwc15	noHate
sme_646	bc iss sohail ko out karao.. #cwc2015 #indvspak #bleedblue	noHate
sme_649	uae ki match me trp k liye ladki le aaye ..star sports on a roll #indvsuae	hate
sme_651	akmal khatmaled by third umpire #indiavspakistan #indvspak	noHate
sme_655	world's smallest car, maruti suzuki alto!! #indvspak	noHate
sme_658	kohli eager for his 22nd odi century #indvspak	noHate
sme_660	tt india 12:44 1.#ausvnz 2.#superbudget 3.#unionbudget2015 4.#nzvaus 5.#indvsuae 6.service tax 7.starc 8.williamson 9.gaar	noHate
sme_662	arvind kejriwal takes charge as the chief minister... #aapkacm #indvspak #indwins #pakvsind #aapkacm http://t.co/hqazjjxogl	noHate
sme_663	uae will bat first! bhuvneshwar comes in for injured mohd.shami #indvsuae #cwc15	noHate
sme_664	#pakvsind #indvspak match fix ka sbot mill gya :@ nawaz shreef sb apse ese ghtya kam ke umeed nhn thi http://t.co/0bcc2x2ecu	hate
sme_665	dhawan doesn’t look good ( who cares? ) but his shots are real sexy !! 😍😍😘 #indvsuae #comeonindia （＾ω＾）ヽ(^。^)丿🏆🌍	hate
sme_667	indvsuae is nr.7 trending hashtag in usa in last 4 hours. http://t.co/jifofyujrh #indvsuae	noHate
sme_671	market participants are confused: sala #budget2015 dekhu, market ďekhu ya match dekhu? #nifty #indvsuae	noHate
sme_674	rt @vivekvikramvvs: #indvspak #bleedblue rega jha #mustwatchmsg team india #cwc2015 #kohli kohli is awesome... @newsologic #newsologic v	noHate
sme_676	rarely do you see that the runs required are lesser than the total overs left #indvsuae #cwc15	hate
sme_677	hawkers lower price to celebrate kejriwal's swearing-in http://t.co/dghgxwrfj5 #indvspak #जयहिन्द #cantbeatindia	noHate
sme_681	#indvspak dhoni steps in. c'mon india.	noHate
sme_682	hahaha, operator showing sachins upper cut to akhtar while he is in commentary box. ise kehte he sarvajanik gaand maarna! #indvspak	hate
sme_683	ek aour out . lololol ... #indvsuae	hate
sme_684	many pakistanis are supporting india today. not for india's win but they believe that the team they support will lose! #cwc15 #indvsuae	hate
sme_687	dekhiye indore ke shopkeeper ka #peptalk for dhawan on anger management : http://t.co/v1ub7uwh6m #indvsuae	noHate
sme_688	kyu?pehle se pak nefix kara lia? #indvspak #pakvsind mt"@cricketnext: saqlain mushtaq to cnn-ibn: we'll beat india if we meet them in semis	noHate
sme_689	#indvspak kya review lia pak ne 😍🙌	noHate
sme_691	umpires can give a batsman out twice,if drs is in their favor.that confident expression of umpires 😂☝️☝️@icc @espncricinfo #cwc15 #indvsuae	noHate
sme_692	rt @thatreddevil: #maukepechauka!: http://t.co/zxstto1aua hahahahaahahahahaha! "yeh hai world vs india" #indvsuae #cwc15 @starsportsindia	hate
sme_693	meri college ki team kam se kam 150 toh bana leti thi 50 over me.#indvsuae	hate
sme_694	fuck! here we go....... hahahahahah #indvsuae	hate
sme_698	#vishwavijeta rohit sharma departs, india 34-1 in a #worldcup2015 tie #indvspak http://t.co/djazn3kqxe	noHate
sme_699	hahahahahaha lag gaye hahahaha :d chutiye :d hahahahahahah i can't control hahahahaha #indvspak * #indwins *	noHate
sme_700	#indvspak ️bhai tu next world cup ka or wait kr 😂😂😂😂 http://t.co/yjnx041dis	noHate
sme_701	#indvspak comm india make it 6-0...jai hind jai bharat	noHate
sme_702	no. they may end up playing well. ahankaar nahi aana chahiye #kejristyle #indvsuae	noHate
sme_703	@celkonmobile #celkoncheers4india #indvsuae 103india tgt in how mnywovrs	noHate
sme_704	loving the new fevikwik ad todega nahi jodega #ad #indvspak	noHate
sme_705	ok missing tendlya ya #cwc2015 #indvspak	noHate
sme_706	angry bird saleha :p #indvspak	noHate
sme_707	misbah kapraan hai jo abhi tak century nahi lga paya haha #indwins #indvspak	noHate
sme_710	kudos to @starsports for this humiliation continues http://t.co/guyz8rhmfq watch?v=ob1cux… #maukamauka now #indvssa next #indvsuae	noHate
sme_711	rt @dillidurast: pranab da at #indvspak #indwins via @tanvi_madan http://t.co/hpyghnhaxw	noHate
sme_714	blow india 29-1 sikhar dhawan flopet a loser team #indvsuae	hate
sme_718	good to see @bhuviofficial back in squad. #indvsuae	noHate
sme_719	virat kohli hits 100, breaks sachin tendulkar's record #indvspak	noHate
sme_723	we need a 10 wicket win #indvsuae	noHate
sme_725	1st drop of the world cup for india..!! #indvsuae	noHate
sme_726	@satishkuri afridi: abey yeh soch jeet gaye tho english kaun bolegaa?? #indvspak #cwc15	noHate
sme_727	#indvsuae, 21st match, pool b: ind 100/1(17.5 ov) uae: 102 rohit: 53 (50) kohli*: 33 (40) ind need 3 runs. #wontgiveitback	noHate
sme_728	imran khan, aamir sohail, wasim akram, waqar younis and shahid afridi led pakistan against india in 5 wc games #cwc15 #indvspak	noHate
sme_729	@heromanoj1 ee 2 wickets teesthe 180 ke moosestharu #indvspak	noHate
sme_732	rt @rfact7: kohli hitting 4's no mauka for rohit! #indvsuae	noHate
sme_733	rt @abreshmina: ooooo... lbw appeal but wasn't given an out .. #indvsuae 3 overs done .. uae 12-1	noHate
sme_736	#indvspak #bleedblue rega jha #mustwatchmsg team india #cwc2015 #kohli kohli is awesome... @newsologic #newsologic hh	noHate
sme_738	wow 😍 check this out 👌 https://t.co/wp95meex2s #indvsuae #uae #dubai ليث أبو جودة #laithabujoda #laithalahyesamehna	noHate
sme_739	rt @oye_bubbly_: bhaiya 100 to hone do xd #indvsuae	hate
sme_740	pakistan me tv fodne lage log #indvspak	noHate
sme_741	rt @elahihiba: "@shoaibakhtarpk: we missed you bro ... #pakvsind #indvspak #pakvind #indvpak #pakvsind http://t.co/85zuati2d1" haye esi w…	noHate
sme_742	keep calm and support team india india..india..india..india..india.. #bleedblue #wontgiveitback #indvsuae #cwc15	noHate
sme_743	dhoni to all uae players: "sabko batting milegi! 😂" #wewontgiveitback #worldcup2015 #indvsuae	hate
sme_744	3..2..1.. bang bang! goo indiaaa! #indvspak — watching pakistan vs india	noHate
sme_745	mishbah ka to lul ho gya... #indvspak #जयहिन्द	noHate
sme_747	rt @vaibysays: india in last 3 wc games... took all 30 wickets...took 21 catches and dropped a single catch... #wewontgiveitback #indvsuae …	noHate
sme_748	#indvspak best ad from feviquik	noHate
sme_750	losing their wickets at an average of 20 balls now. hope the #uae last for at least a half of their designated innings. #indvsuae #cwc15	hate
sme_751	@kush_katrina #indvspak match ka wait krte hue guzra.. or aapka?? :p ;))	noHate
sme_754	@starsportsindia #indwins #indvsuae lowest wc total against india and uae's lowest odi total	hate
sme_755	ahmad shazad looks like 'gareebon ka kohli' 😜 #indvspak #cwc2015 #जयहिन्द	noHate
sme_756	yayaaaa one last... :d #indvsuae	noHate
sme_757	ek aur udd gaya, 4 down!! #indvsuae	noHate
sme_759	q. how do the emirati babies cry? a. "uae..uae..." 3:) #wordplay #indvsuae #cwc2015 -mukku	hate
sme_762	20 overs bowled so far. ashwin 5-1-9-3 yadav 5-1-7-1 mohit 5-1-15-1 bhuvi 5-0-19-1 excellent figures! #indvsuae #cwc15	noHate
sme_763	feeling sleepy.....it's 2o'clock....subah kab uthunga i'll miss #indvspak aaahhhh	noHate
sme_769	top ducati diavel review http://t.co/ht5aj9musn #indvsuae #superbudget #unionbudget2015 #ausvnz #sabkabudget	noHate
sme_772	missing shewag &amp; ghambhir #indvspak	noHate
sme_773	feb 14: love day feb 15: pakistan ke loude #indvspak	noHate
sme_774	@starsportsindia #indvspak all the very best team india.....faad do aaj unki...khelo jeejan se....god blessing u...	noHate
sme_777	virat kholi's innings on 15 feb is dependent on anushka's performance on 14 feb #indvspak	noHate
sme_778	rt@icecrystal1419:bowling ho ya batting hosh hamari team ko late hi ata #indvspak #cwc15... rt@taksunt:see&gt;http://t.co/dmqvfwfjph	noHate
sme_779	@archnasingh781: akhtar commentator q has rha hai? kutty ka bacha. #indvspak #cwc15hahahahahahaha	noHate
sme_784	ind vs wi mauka mauka latest add....lolz: http://t.co/ycigjylxuf @cricketworldcup @icclive #indvsuae #pakvszim #srlveng #slvseng #kp	noHate
sme_786	kajru is getting relief now#indvspak http://t.co/xwqi4mxpq4	noHate
sme_789	hahahahajahaa amazing.. world cup #wc2015 #indvsuae	noHate
sme_790	what a thriller!! #ausvnz #cwc15 don't watch so much excitement in the #indvsuae match though! i hope it remains a walk in the park!	hate
sme_791	catch the action live at http://t.co/dpaeycszmt #indvpak #indvspak #kohli wahab riaz umesh yadav akmal http://t.co/b9zi3lmjrf	noHate
sme_792	allowing uae to bowl maiden is india's contribution towards encouraging associates to play well. also, part of govt's diplomacy! #indvsuae	hate
sme_796	pakistan ni team ma vanio, yasir shah #indvspak	noHate
sme_798	omg 💝 ليث أبو جودة https://t.co/vlg11nplj8 #laithabujoda #laithalahyesamehna #indvsuae laith first song"	noHate
sme_799	ra-ha-ne crease pe raha-nahi #indvspak #bleedblue	noHate
sme_800	@catty166 hahahaha so jaa fir :p #indvsuae	noHate
sme_801	virat kohli leads india to victory against pakistan: http://t.co/yxhffctq2r #bleedblue #indvspak #cwc2015 # http://t.co/ha1ksy0nsn	noHate
sme_802	congrats kohli its 50 by chiku @imvkohli #indvspak #indwins	noHate
sme_803	man of the player virat kohli - rameez raja (iin pakistan) #indvspak #जयहिंद #manoftheplayer	noHate
sme_806	saeed ajmal to play for pakistan in #indvspak battle. #wontgiveitback #cwc15 http://t.co/j9siosewq6	noHate
sme_808	rt @hdfclife: ashwin spinning his magic web against the uae #myteammypride #indvsuae #cwc15	noHate
sme_813	patakhe bajenge but india mai hee #indvspak	noHate
sme_814	kohli to afridi "beta tumse nah ho paayega" #indvspak #indiavspakistan	noHate
sme_815	rt ndtv "shekhar_gupta match 21. #indvsuae, ind 6/0 (2.4), r sharma 4(11) s dhawan 2(5) uae 102/10 (31.3) http://t.co/ud6hj8lcoo"	noHate
sme_816	hahahaha..pakistan all out.. :d #indvspak #cwc2015 http://t.co/focaehogak	noHate
sme_819	on every ball your heart is singing dak dak dak dak dak. #pakvsind #indvspak #cwc15 @zainabsbeautyc @rabiaanumm	noHate
sme_823	akshay kumar plz ground me khud pado. :( :p #indvspak	noHate
sme_824	shoaib akhtar all praises for dhoni view here: http://t.co/p7vhnhbjvl #cwc15 #indvspak #pakvsind #wewillbringitback http://t.co/ybvnca69jw	noHate
sme_825	#fnind cm arvind kejriwal with deputy chief minister and all his ministers at ramlila maidan #indvspak #aapkacm http://t.co/jdsfehxi78	noHate
sme_826	was that kamran akmal at long-on? #catchdrop #indvspak	noHate
sme_828	#doublekameetha #khubanikameetha ek taraf and #indvspak ka meetha ek taraf..!! b-)	noHate
sme_832	@rajash88 arre bet is now null n void coz na zayada hai na kum #indvspak	noHate
sme_833	@kohlilove_x: porkis k faces :p #indvspakyakh	noHate
sme_834	#indvspak#won'tgiveitback#100#viratkohli....india india!!!	noHate
sme_835	vj_ind: @hdfclife #myteammypride #indvsuae #indwins wohoooooo :ddd we ... - http://t.co/q4j3j20bon #indiadefends http://t.co/ddeakvibrh	noHate
sme_836	beautiful swing and bounce in perth. #indvsuae	noHate
sme_837	chutiyapa is tweeting #indvspak now -_-	noHate
sme_838	a big loveable slap on pakistan player.. #late post* *sachai ki jeet* #indvspak #bleedblue #wewontgiveitback	noHate
sme_839	rt @anahitairani1: enjoying my saturday with #indvsuae match and tweeting to #celkoncheers4india @celkonmobile .the admin is very encouragi…	noHate
sme_840	#indvspak mcenroe vs connors, jordan vs johnson, coke vs pepsi, brazil vs argentina, patriots vs packers, bmw vs audi, india vs pakistan.	noHate
sme_841	koi score tho bataoooooo #iccworldcup2015 #indvsuae	noHate
sme_843	dhoni - meri to batting hi nahi ayegi 😭😭😭😭😭😭😭😭😭😭 #indvsuae	hate
sme_847	so misbah is next?!.. or akmal?. #cwc15 #indvspak	noHate
sme_848	me chala fc road #pune #indvspak #indwins	noHate
sme_849	no public #indvspak match screening? kya chutiyapa hi delhi.	noHate
sme_850	playing xi for tomorrow's game #indvspak rohit dhawan kohli rahane raina msd(c/wk) jadeja r ashwin bhuvi umesh shami	noHate
sme_852	weldon india legendary performance..by india.. kohli rock pak pak ki bati gul.again pak is flash down. #indvspak	noHate
sme_854	(a)mjad out-4 (b)erenger out-4 (c)handaran out-4 #indvsuae	noHate
sme_855	virat ki upcoming century par meri happiness ki kasam @thekaranpatel! ek tweet kardo :o xp #cwc15 #indvspak	noHate
sme_861	if pakistan wins today... hahahahahaha lol lol rofl hahahahahaha rofl :d :d hahahahahaha oooh man #indvspak #indwins	noHate
sme_862	#chaloniklowicket #chaloniklowicket @olacabs india india india india india india india shout for india #indvsuae lets make it trending guys!	noHate
sme_864	everyone was busy with the #ausvnz match....and we ppl dont the the winner of the toss in the #indvsuae match..!!	noHate
sme_867	india to take on uae at #cwc15 today http://t.co/xkohpdali8 #indvsuae	noHate
sme_868	ye uae ki team lull hai. #indvsuae	hate
sme_869	ooooopzz dhawan's gone :o #indvsuae	noHate
sme_870	forecast: hindustan zindabad hai, zindabad tha aur zindabad rahega and then dhoni uproots stump in sunny deol's style. #indvspak	noHate
sme_871	virat saying to afridi silent hoja wrna me vilent ho jaunga.. #indvspak	noHate
sme_873	malbarisss will be confused about who to support their home country or their actual home country .. #indvsuae	hate
sme_876	rt @advancedmaushi: as per virat kohli that was a "bhak teri maa ka bhos**" catch #indvspak	noHate
sme_877	cricket pe has lo bc, tax toh tumhe hi bharna hai~ uae nris #indvsuae #unionbudget2015	hate
sme_878	an easy win for india courtesy a clinical team show! we r looking solid n unstoppable yet.. 👍✌ have to continue this form! #indvsuae #cwc15	noHate
sme_879	fewest innings to 22 odi 100s 143 virat kohli 206 s tendulkar 220 s ganguly 261 r ponting 354 s jayasuriyak#cwc15 #indvspak #cwc2015 #cwc15	noHate
sme_880	rt @the_ghatotkachh: uae batsmen are from iin. #indvsuae	hate
sme_881	patake olx pe bech de pakistan bhai. #indvspak	noHate
sme_882	rt @thatwimpyykid: dhoni:we keep our promise,sabko batting milegi. #indvsuae	hate
sme_884	surprisingly ther is no binny in the side !! "nakonchem tikkundi kani danikoo lekkundi"...suits for dhoni as well 😜 #indvspak #cwc15	noHate
sme_885	#indvsuae s jus for a formality :) kudos to #india in advance :) better do watch #ausvnz	noHate
sme_888	do the birds know its world cup and not any practice match? #justasking #indvsuae	hate
sme_889	kya hoga un firecrakers ka jo pakistan m logo ne shiddat s kharidha tha😝 #indvspak	noHate
sme_894	booyyaa!!! bring it on😎 #indvsuae #bleedblue	noHate
sme_895	india vs west indies - icc wc 2015 | #wontgiveitback | cwf: http://t.co/pwfwkhrphn #indvsuae	noHate
sme_896	mr. manmohan and mr. gilani along with india's cricketers during #indvspak @icc cwc mohali. #yehapnagamehai http://t.co/9hy8nasyos	noHate
sme_900	abhi bhi 1 hundred k liye wait krna pdega misbah gone #indvspak	noHate
sme_901	virat kohli's ratio per century - 6.8 matches per century #cwc15 #indvspak #crictracker	noHate
sme_905	hahaa @ranveerscafe69 rt @delrastogi: #indvsuae srk and ranveer singh are seen more than match. uae at 52 for 6 after 19.5overs.	hate
sme_911	@starsportsindia @sportanalystcom @bhuviofficial bhuvi kumar should play if fit. #cwc15 #cwcfantasy #indvsuae	noHate
sme_913	roflmax.@starsportsindia is just rocking.#indvsuae mouka mouka http://t.co/qadeihalfc	noHate
sme_914	that uae mauka ad is hilarious xd #mauka #indvsuae #cwc15	noHate
sme_916	yeh batting hai thakur! ball de de mujhe! #indvspak	noHate
sme_917	hahaha kapil dev. simply shut manjrekar up. #indvspak	noHate
sme_919	#indvsuae uae ka india ko jeet k lye 103 runs ka target + #ausvnz new zealand ne australia ko 1 wicket se shikast de di #worldcup2015 #cwc15	noHate
sme_922	pakistan ka don bread man out ::p #indvspak	noHate
sme_924	didn't get to live tweet during #indvsuae due to college. but luckily i have a holiday on #ind vs #wi , which means i can live tweet! #cwc15	noHate
sme_925	not much excited about #indvsuae. . . only excitement is to watch the new @starsportsindia ad. @icc #cwc15	noHate
sme_927	india 19/0 after 5 overs. #indvsuae dhawan getting into groove. http://t.co/6xjho8cvcx	noHate
sme_928	guys match ku ready ya #indvsuae inaiku summa kele kele kele󾔗	noHate
sme_931	tt india 09:04 1.#indvspak 2.#mustwatchmsg 3.#wivire 4.#जयहिन्द 5.#iplauction 6.rega jha 7.ireland 8.congrats team india 9.windies 10.giroud	noHate
sme_932	big up swapnil_doriya http://t.co/pncvy4p8ac for your post " #copied #worldcup #indvsuae #wewantitback #goindia	noHate
sme_934	tt mobile in @ttmobile_in: tt india 12:24 1.#ausvnz 2.#nzvaus 3.#superbudget 4.#indvsuae 5.#sabkabudget 6.star... http://t.co/9aseeiyxvu	noHate
sme_935	@russelarnold69 namma match ku commentary pannaleiya #indvspak	noHate
sme_936	* dressing room * mauka mauka, mauka mauka ~ india team to rohit sharma #indvsuae	noHate
sme_937	@vennelakishore bhayya good afternoon!!! hoohoo #indvsuae first wicket loss☺️☺️ #cwc15 #umeshyadav 👌👌👌	noHate
sme_938	waiting for new #maukamauka advt @starsportsindia #cwc2015 #indvsuae	noHate
sme_944	finally, time to move on to the other game. #indvsuae #cwc15	noHate
sme_946	dear pakistan, ab diwali me hi bajana patake #indvspak	hate
sme_947	rt @smaaashlive: all the questions are individual #contest, winners will be announced after every question. #cwc15 #indvsuae	noHate
sme_948	mouka mouka to see @ipoonampandey 2morow again #indvsuae	noHate
sme_950	miss you sehwag n yuvi :"( chak de india #indvspak #indwins	noHate
sme_951	both delhi batsmen making 100. aap bhakts: kejriwal revolution. #indvspak #copy.	noHate
sme_957	chalo ek excuse already milgaya pakistan ko #3rdumpire #sourloosers #pak #indvspak #wewillbringitback	noHate
sme_960	doubles- wicket: pakistan 102/4 (target: 301) v india sohaib maqsood c raina b yadav 0 (2) yadav 4.4-0-25-2 #indvspak #indvpak #cwc15	noHate
sme_961	@hdfclife #indvspak 3 - total number of catches by teamindia :d meri team meri jeet!! #myteammypride indiaaahhhhh	noHate
sme_963	what a wicket !!!!!!!!! woohooooo #indvsuae #wontgiveitback #cwc15 #bleedblue	noHate
sme_982	aj rohit sharma k talent tsunami me uae doob jayega. #indvsuae	hate
sme_983	modi n nawaz k phone kya h, bas ab to match fix hgya! #indvspak #justpakistanithings	hate
sme_984	sannata in kashmiri muslims occupants homes. rip haramkhor traitors !! #indwins #worldcup #indvspak #जयहिन्द	hate
sme_990	hahahaha hahahaha....103 to win?? hahahahahahha...:p #indvsuae !!!!	hate
sme_991	ye #worldcup2015 nahi ye hai world vs india.. 3rs adv mauka mauka ..... #indvsuae .. ! ! ! #undefinedlover... http://t.co/nkube8xc8z	hate
sme_999	#uae to gai tel leny ! #indvsuae	hate
sme_1002	rt @vksisodiya: waah bhai! gajab gajab! @fakingnews ok, india needs 1712 runs to win - uae #indvsuae http://t.co/yd4w5nffyj	hate
sme_1017	yeh match hay ya mazaak hay? 😆😂😂#indvsuae	hate
